,tubule_diameters,tubule_sizes,tubule_distance_to_closest_instance
st27501,35.05,1719.3,2.7
st27502,18.21,537.62,1.35
st27503,34.93,3757.45,1.69
st27504,14.48,276.09,10.98
st27505,58.25,7261.79,0.34
st27506,53.49,7219.37,2.7
st27507,21.55,624.16,6.51
st27508,52.49,9072.85,4.23
st27509,57.23,9411.6,2.78
st27510,48.79,4278.7,2.72
st27511,42.87,9024.41,3.37
st27512,20.78,839.53,0.34
st27513,67.13,6200.18,4.38
st27514,38.61,3409.95,2.45
st27515,35.21,2598.17,0.34
st27516,46.85,3580.52,9.44
st27517,71.99,10648.54,1.97
st27518,46.75,5460.5,1.39
st27519,18.12,414.13,1.07
st27520,49.91,8101.77,0.34
st27521,53.83,9167.01,1.97
st27522,18.99,782.9,1.69
st27523,19.64,455.64,8.33
st27524,47.5,4184.44,7.76
st27525,49.91,3307.61,2.26
st27526,12.16,439.04,2.02
st27527,36.19,2629.22,3.11
st27528,24.95,808.94,2.16
st27529,52.54,5605.7,2.02
st27530,27.86,1554.42,0.34
st27531,59.93,10739.17,1.97
st27532,23.92,2073.63,1.07
st27533,53.99,2955.34,2.16
st27534,62.14,9506.77,1.35
st27535,63.24,9728.17,1.82
st27536,23.69,552.06,3.02
st27537,53.32,2977.4,2.72
st27538,13.9,350.34,0.67
st27539,11.6,202.18,0.34
st27540,13.03,276.43,0.67
st27541,47.84,7268.04,2.13
st27542,45.79,2806.15,3.32
st27543,14.23,547.86,2.72
st27544,69.68,8616.42,1.82
st27545,13.9,362.96,3.82
st27546,71.53,8502.14,2.38
st27547,55.31,5364.52,2.57
st27548,26.99,914.23,1.07
st27549,25.81,1017.94,1.69
st27550,29.71,1051.48,2.38
st27551,50.35,6433.86,2.13
st27552,52.54,7082.12,1.69
st27553,26.71,1304.37,6.72
st27554,20.92,443.58,1.35
st27555,21.18,580.61,3.05
st27556,48.63,4383.32,1.69
st27557,56.79,6079.08,1.35
st27558,65.43,6171.98,3.02
st27559,54.48,7227.1,1.35
st27560,31.98,988.49,1.35
st27561,26.85,1436.85,2.86
st27562,42.65,1959.92,1.39
st27563,54.78,5026.69,2.43
st27564,44.19,3221.53,2.86
st27565,25.42,1296.07,1.69
st27566,38.7,1775.48,2.43
st27567,27.52,1028.63,4.23
st27568,49.27,4810.98,5.8
st27569,43.92,1935.47,1.35
st27570,56.56,4582.2,1.97
st27571,16.7,313.39,3.18
st27572,53.32,5281.17,4.68
st27573,28.24,953.58,24.43
st27574,48.26,4730.82,3.32
st27575,30.31,991.67,2.72
st27576,66.78,4695.34,2.57
st27577,68.46,11924.49,2.16
st27578,22.94,557.41,10.39
st27579,21.96,581.52,4.52
st27580,26.85,769.71,2.57
st27581,34.72,1160.3,2.72
st27582,14.81,283.14,12.37
st27583,42.65,2468.77,2.63
st27584,21.59,847.03,0.34
st27585,58.62,8545.69,2.63
st27586,43.46,7081.21,5.27
st27587,37.15,1589.67,3.37
st27588,50.69,2760.67,6.34
st27589,22.82,665.43,4.52
st27590,27.39,855.1,5.4
st27591,31.81,1677.91,3.37
st27592,51.27,2906.56,4.52
st27593,39.81,2205.19,3.18
st27594,21.17,704.78,1.69
st27595,53.32,5705.2,1.82
st27596,19.1,507.83,8.51
st27597,15.51,333.06,5.72
st27598,30.52,1328.94,1.35
st27599,18.41,445.97,3.52
st27600,35.21,1573.64,2.26
st27601,35.3,2815.02,3.93
st27602,41.02,2121.95,1.39
st27603,29.77,913.32,1.97
st27604,44.18,1984.82,2.43
st27605,27.78,829.06,1.39
st27606,24.33,574.12,1.91
st27607,13.03,259.83,5.14
st27608,52.18,7262.92,2.45
st27609,35.3,1178.38,1.97
st27610,31.09,987.8,1.91
st27611,26.3,754.47,4.12
st27612,43.68,1976.97,3.32
st27613,29.95,1724.53,0.34
st27614,40.75,1547.6,1.97
st27615,36.47,1326.21,2.38
st27616,46.28,2664.01,1.22
st27617,27.31,1021.92,4.23
st27618,20.64,956.65,5.4
st27619,56.12,7694.68,2.38
st27620,62.08,15078.71,3.02
st27621,42.49,1972.99,3.71
st27622,31.81,1243.99,2.7
st27623,49.93,2699.15,3.37
st27624,15.57,294.17,1.22
st27625,28.61,1279.24,4.17
st27626,32.29,1775.59,5.49
st27627,57.14,3106.57,3.52
st27628,57.48,4511.47,2.7
st27629,47.38,3672.06,4.17
st27630,43.97,2696.87,2.16
st27631,41.88,1691.1,4.98
st27632,35.84,1653.35,2.72
st27633,31.46,1604.23,0.34
st27634,50.33,5741.02,4.72
st27635,54.64,6406,2.57
st27636,48.81,2742.24,6.03
st27637,37.25,1521.56,8.02
st27638,43.34,4754.69,2.13
st27639,27.46,940.61,3.71
st27640,44.04,3509.68,2.57
st27641,39.12,2477.98,5.06
st27642,41.8,1723.97,2.7
st27643,46.53,3498.99,5.06
st27644,30.35,1289.36,3.71
st27645,20.51,517.27,4.27
st27646,39.12,2629.9,6.41
st27647,25.06,1081.73,1.51
st27648,53.76,2795.12,2.7
st27649,13.56,465.99,0.34
st27650,33.29,1234.67,5.14
st27651,55.09,4520.22,0.34
st27652,27.86,1054.78,1.69
st27653,17.06,423.34,2.7
st27654,34.93,2610.11,0.34
st27655,25.34,970.06,9.45
st27656,22.93,580.83,3.71
st27657,16.21,243.45,5.76
st27658,28.97,753.33,4.54
st27659,13.25,427.78,5.89
st27660,20.23,614.26,5.89
st27661,61.9,4170.79,4.5
st27662,34.98,1237.28,1.35
st27663,44.37,1884.18,4.5
st27664,56.99,7979.64,2.63
st27665,54.39,9961.73,1.97
st27666,36.51,1189.75,6.95
st27667,56.4,4090.28,1.01
st27668,11.47,208.2,0.95
st27669,17.06,388.32,0.67
st27670,18.65,377.52,11.38
st27671,33.48,1382.95,4.91
st27672,33.07,1713.16,0.34
st27673,16.68,715.58,1.35
st27674,17.59,655.88,0.67
st27675,52.87,5261.05,2.63
st27676,25.68,2002.9,3.18
st27677,35.39,1497.45,2.63
st27678,24.32,814.17,10.79
st27679,10.81,316.46,1.01
st27680,33.86,1657.79,2.63
st27681,25.18,1363.96,3.18
st27682,42.49,5091.85,1.22
st27683,54.57,6771.47,1.07
st27684,19.56,407.99,9.5
st27685,28.4,938.79,1.01
st27686,16.46,375.13,1.69
st27687,18.1,307.93,8.29
st27688,18.41,444.95,9.5
st27689,46.32,4485.2,6.65
st27690,37.5,1926.37,1.01
st27691,17.4,498.17,8.23
st27692,59.25,4720.69,3.44
st27693,27.68,1115.5,0.34
st27694,53.55,3382.89,4.27
st27695,16.86,480.88,0.34
st27696,25.64,1045.23,4.91
st27697,7.54,204.34,0.34
st27698,13.35,435.63,4.83
st27699,33.67,4487.59,2.72
st27700,16.7,514.88,8.77
st27701,14.97,618.93,0.34
st27702,31.14,1397.28,8.43
st27703,16.86,300.54,10.73
st27704,13.51,584.59,2.72
st27705,12.97,228.9,13.17
st27706,16.21,712.06,0.34
st27707,36.7,3070.07,6.19
st27708,52.67,4324.19,2.05
st27709,31.47,3081.78,4.05
st27710,15.51,242.43,2.43
st27711,32.06,2034.74,2.43
st27712,40.25,2702.1,2.13
st27713,14.9,250.73,10.45
st27714,42.49,3160.59,4.7
st27715,37.75,1954.57,0.95
st27716,19.29,1139.04,0.48
st27717,47.41,13162,0.34
st27718,39.21,2249.99,1.51
st27719,13.56,211.96,3.02
st27720,37.12,3763.48,0.48
st27721,16.91,944.82,0.34
st27722,43.84,3142.62,0.34
st27723,15.16,243.11,3.03
st27724,40.61,2373.14,2.36
st27725,32.63,1131.65,2.36
st27726,40.97,2011.54,3.18
st27727,16.03,281.43,6.63
st27728,19.19,493.05,0.34
st27729,17.06,294.06,7.87
st27730,51.63,23968.37,0.34
st27731,21,639.62,3.18
st27732,34.72,1532.25,2.43
st27733,16.46,478.15,2.38
st27734,35.21,2083.52,0.34
st27735,47.77,4321,0.34
st27736,30.76,1053.19,3.93
st27737,21.58,581.29,2.86
st27738,21.88,1192.03,2.13
st27739,16.87,628.93,2.7
st27740,54.22,3177.3,3.2
st27741,38.36,2264.77,1.35
st27742,40.47,2892.57,0.34
st27743,21.72,793.59,3.44
st27744,36.69,2139.35,1.69
st27745,41.82,5386.7,1.35
st27746,20.83,766.41,3.37
st27747,35.29,2307.64,0.34
st27748,15.87,294.97,4.5
st27749,16.31,324.64,1.69
st27750,15.38,505.9,8.64
st27751,25.32,979.05,2.88
st27752,45.24,6207.8,1.69
st27753,32.99,1563.07,1.69
st27754,46.97,2648.66,2.7
st27755,52.6,4677.03,1.01
st27756,47.66,5223.07,2.86
st27757,42.14,6876.08,0.34
st27758,25.06,1400.69,2.86
st27759,12.81,401.51,2.78
st27760,39.24,1786.05,1.43
st27761,35.3,2305.03,0.34
st27762,23.56,2054.64,0.34
st27763,14.97,286.66,1.39
st27764,22.27,637.69,0.34
st27765,12.88,462.35,0.34
st27766,37.59,1547.6,1.69
st27767,39.67,1788.21,0.34
st27768,13.09,329.65,5.44
st27769,38.25,1924.55,0.34
st27770,17.81,511.02,1.39
st27771,53,3494.44,5.06
st27772,40.9,3101.23,0.34
st27773,18.41,580.72,1.51
st27774,43.87,4483.38,2.38
st27775,39.33,5117.89,0.34
st27776,40.47,3534.69,1.22
st27777,43.97,4846.12,2.38
st27778,43.52,2816.84,2.43
st27779,18.93,644.51,0.34
st27780,26.58,1273.9,5.4
st27781,17.19,521.02,0.34
st27782,29.61,1942.06,0.95
st27783,15.57,522.95,0.34
st27784,12.8,506.58,0.34
st27785,42.06,3462.6,1.97
st27786,21.58,567.07,3.18
st27787,22.42,944.14,1.51
st27788,14.53,361.94,0.34
st27789,19.74,1836.2,2.13
st27790,31.88,1690.76,0.34
st27791,36.72,1983.68,5.49
st27792,30.82,3772.12,1.35
st27793,25.04,1123.01,3.18
st27794,16.46,414.36,0.34
st27795,26.31,1655.74,0.34
st27796,12.16,296.78,10.17
st27797,15.22,239.59,49.86
st27798,10.98,406.74,23.51
st27799,10.79,343.86,23.57
st27800,16.19,315.09,2.13
st27801,20.48,536.15,1.22
st27802,11.8,229.35,1.22
st27803,13.51,671.01,0.34
st27804,17.06,849.53,11.25
st27805,38.15,1865.65,1.07
st27806,25.68,1248.31,3.93
st27807,21.72,984.51,3.93
st27808,13.44,447.22,0.34
st27809,36.05,1788.89,8.67
st27810,33.48,1643.69,0.34
st27811,19.92,488.16,3.84
st27812,14.16,545.47,0.34
st27813,35.95,1260.14,12.48
st27814,43.98,2050.32,8.43
st27815,21.12,621.54,11.8
st27816,20.69,909.68,0.34
st27817,75.31,17842.67,6.63
st27818,18.12,462.92,6.74
st27819,23.84,780.05,18.57
st27820,32.21,1337.58,4.54
st27821,20.24,549.34,21.34
st27822,19.17,427.1,13.69
st27823,10.27,235.72,11.78
st27824,42.6,2665.49,7.4
st27825,35.67,1303.92,25.81
st27826,49.62,4301.33,1.69
st27827,28.61,2531.08,6.44
st27828,14.73,343.97,56.28
st27829,19.74,378.77,11.92
st27830,34.4,4862.26,2.63
st27831,36.42,1401.48,5.27
st27832,36.8,1770.36,3.34
st27833,36.32,5172.01,2.7
st27834,23.84,988.6,0.34
st27835,43.13,2330.73,4.91
st27836,56.08,4727.06,7.09
st27837,33.71,1851.55,1.01
st27838,23.72,1245.24,9.3
st27839,44.04,2643.88,3.72
st27840,39.12,3751.54,0.34
st27841,15.92,268.02,3.34
st27842,28.65,902.18,1.01
st27843,35.59,1918.3,2.16
st27844,19.92,389.91,2.63
st27845,15.57,328.28,0.75
st27846,41.29,2691.53,2.63
st27847,14.03,397.08,0.75
st27848,35.8,2840.83,6.22
st27849,20.51,1163.6,14.78
st27850,37.12,2949.88,2.16
st27851,26.23,1420.7,2.7
st27852,44.09,2675.84,1.69
st27853,43.84,2518.12,14.78
st27854,10.79,229.47,3.71
st27855,14.85,264.04,6.22
st27856,9.07,252.32,5.33
st27857,24.61,865.11,2.9
st27858,43.34,3929.38,0.34
st27859,31.02,1048.07,1.69
st27860,11.16,266.2,11.92
st27861,25.63,1399.89,1.69
st27862,27.52,1341.44,4.38
st27863,34.72,1415.81,4.38
st27864,42.47,2444.89,5.73
st27865,30.68,1529.29,2.9
st27866,23.49,554.57,1.97
st27867,35.74,2233.73,1.97
st27868,39.58,2402.59,10.14
st27869,30.08,2107.4,1.22
st27870,12.83,268.81,1.35
st27871,22.25,980.87,2.36
st27872,16.46,606.42,1.35
st27873,29.56,1538.28,3.02
st27874,26.85,791.2,14.09
st27875,43.61,2864.14,6.49
st27876,19.6,523.64,4.38
st27877,18.65,468.49,13.51
st27878,27.65,1011.68,6.63
st27879,29.13,930.61,2.72
st27880,23.6,871.36,4.38
st27881,16.86,531.82,12.71
st27882,13.51,184.21,18.13
st27883,18.9,333.29,2.72
st27884,20.51,557.07,23.23
st27885,22.09,1220.91,0.95
st27886,15.22,250.16,13.12
st27887,22.42,679.76,22.5
st27888,11.78,243.11,15.1
st27889,21.72,643.83,14.97
st27890,23.86,679.53,21.46
st27891,25.1,814.51,0.34
st27892,18.1,377.52,8.29
st27893,16.86,422.89,0.67
st27894,13.35,432.56,0.67
st27895,33.78,1881,0.34
st27896,49.23,2848.11,1.69
st27897,30.65,1604,0.34
st27898,43.13,4380.47,0.34
st27899,35.21,1650.96,1.69
st27900,46.27,4827.81,4.83
st27901,22.09,558.21,22.93
st27902,15.38,240.61,8.02
st27903,16.41,607.67,0.34
st27904,43.68,2318.67,0.34
st27905,20.95,852.15,3.11
st27906,52.98,7414.04,2.7
st27907,11.06,217.41,8.02
st27908,35.33,1549.19,0.34
st27909,46.27,3593.03,7.17
st27910,34.1,1443.56,0.34
st27911,49.23,5827.33,2.7
st27912,27.68,1157.46,0.34
st27913,54.84,7391.3,2.26
st27914,23.68,1392.95,4.12
st27915,50.7,4476.33,3.32
st27916,19.92,419.14,0.95
st27917,10.21,248.8,0.34
st27918,48.43,2658.33,1.35
st27919,53.84,2765.9,2.7
st27920,30.56,1443.56,3.44
st27921,24.8,1065.13,0.95
st27922,38.36,1522.47,4.86
st27923,15.22,778.92,0.34
st27924,47.08,2701.99,4.68
st27925,35.74,1787.87,0.34
st27926,16.19,381.39,5.97
st27927,19.6,462.57,5.58
st27928,26.27,2177.44,2.16
st27929,49.08,2787.73,7.08
st27930,71.22,19058.24,2.13
st27931,41.41,6359.15,2.7
st27932,28.69,1128.69,5.58
st27933,43.34,10943.85,1.22
st27934,12.54,326.58,4.38
st27935,64.16,14277.5,2.02
st27936,39.61,3858.54,2.16
st27937,34.42,1640.39,0.34
st27938,33.5,1351.79,11.8
st27939,25.59,1357.82,2.88
st27940,62.08,4938.79,7.79
st27941,24.7,1158.94,6.19
st27942,41.49,2072.72,1.69
st27943,25.81,1044.77,6.19
st27944,30.58,1403.64,0.34
st27945,59.13,5851.77,1.22
st27946,55.71,6860.16,1.39
st27947,51.53,7287.48,1.22
st27948,29.8,933.34,7.36
st27949,21.33,537.17,4.54
st27950,26.23,2001.19,4.72
st27951,21,801.32,2.36
st27952,71.76,10271.48,2.36
st27953,37.25,1945.13,0.34
st27954,47.62,4525.68,2.63
st27955,67.2,7276.11,2.45
st27956,70.01,21711.9,7.69
st27957,53.04,3349.91,1.69
st27958,17.53,481.56,5.16
st27959,29.67,1659.26,15.73
st27960,41.62,3745.85,1.69
st27961,9.17,242.43,0.34
st27962,32.88,2123.89,2.57
st27963,46.45,3745.4,1.35
st27964,25.4,1198.17,2.7
st27965,23.69,1128.69,3.84
st27966,18.35,378.77,1.22
st27967,31.67,1139.72,3.84
st27968,58.88,7243.25,0.34
st27969,62.95,6310.48,4.38
st27970,12.31,191.72,31.22
st27971,30.08,1835.52,1.35
st27972,24.88,2294.11,1.69
st27973,31.61,2022.57,5.61
st27974,28.11,2380.53,7.9
st27975,34.55,4219.69,0.34
st27976,47.77,2156.07,4.38
st27977,36.5,1599.34,7.69
st27978,27.14,1310.74,12.88
st27979,22.18,853.74,0.34
st27980,39.12,4013.87,6.55
st27981,49.49,3940.41,2.43
st27982,14.31,241.07,11.21
st27983,31.59,1638.46,7.69
st27984,23.69,868.75,0.34
st27985,32.69,1111.41,10.26
st27986,39.81,2188.36,6.07
st27987,18.9,468.26,6.07
st27988,16.41,425.16,7.46
st27989,30.52,1557.95,6.55
st27990,18.79,454.27,16.44
st27991,36.15,2286.27,9.45
st27992,52,5853.37,2.86
st27993,22.27,817.47,2.43
st27994,58.74,7121.69,2.13
st27995,15.51,607.67,0.34
st27996,20.05,1251.04,0.34
st27997,14.56,481.34,3.63
st27998,22.9,654.97,3.93
st27999,20.54,897.52,1.35
st28000,48.2,9813.68,1.35
st28001,20.83,451.89,2.72
st28002,17.59,964.27,1.22
st28003,35.9,1404.89,2.72
st28004,37.97,1714.98,1.22
st28005,39.75,2515.96,1.69
st28006,26.3,1127.21,0.34
st28007,15.92,251.87,4.1
st28008,45.21,3959.74,1.69
st28009,24.32,789.04,1.22
st28010,49.51,3087.58,1.43
st28011,19.6,515.11,13.12
st28012,17.51,369.1,0.34
st28013,18.1,1064.67,4.23
st28014,36.82,5146.77,1.91
st28015,16.24,275.86,5.25
st28016,50.71,7382.2,0.34
st28017,13.35,460.76,7.4
st28018,25.4,993.15,3.32
st28019,28.43,2169.83,6.15
st28020,31.83,1583.19,1.43
st28021,29.07,1182.36,3.05
st28022,24.8,1022.49,1.43
st28023,16.19,510.33,1.91
st28024,42.71,2802.62,2.7
st28025,19.6,434.94,0.34
st28026,20.95,497.26,3.82
st28027,16.03,326.58,2.38
st28028,12.06,201.04,5.9
st28029,23.41,1703.73,2.38
st28030,40.47,5000.76,0.75
st28031,37.1,3955.88,0.34
st28032,27.46,1930.35,2.63
st28033,27.65,983.14,2.78
st28034,17.7,567.53,4.29
st28035,13.64,285.41,2.78
st28036,48.62,4261.87,2.38
st28037,27.11,1408.99,1.01
st28038,30.05,3281.69,1.01
st28039,15.74,358.76,5.44
st28040,21.55,875.69,1.39
st28041,36.52,2528.7,1.22
st28042,17.59,475.2,1.39
st28043,22.93,525.57,2.72
st28044,19.97,461.32,4.54
st28045,16.21,477.02,3.84
st28046,49.46,6229.75,2.26
st28047,23.56,538.87,0.75
st28048,29.93,1587.63,1.51
st28049,16.03,952.89,9.45
st28050,16.24,484.63,6.94
st28051,15.51,327.94,3.93
st28052,13.64,177.73,3.93
st28053,36.42,5485.85,3.11
st28054,31.58,1649.71,3.37
st28055,10.87,431.76,11.01
st28056,17.5,434.15,4.68
st28057,26.54,1150.52,3.11
st28058,26.19,1273.79,4.59
st28059,29.77,1789.35,2.36
st28060,21.58,524.77,0.34
st28061,33.11,1530.77,2.36
st28062,19.56,916.05,2.7
st28063,16.21,316.91,1.39
st28064,22.18,517.5,1.39
st28065,19.56,726.5,0.34
st28066,14.23,353.64,3.77
st28067,30.71,1959.01,1.97
st28068,24.29,852.6,1.69
st28069,17.92,805.87,1.91
st28070,28.07,3151.83,1.97
st28071,32.96,2917.81,1.69
st28072,31.47,4642.35,1.01
st28073,17.7,621.31,1.91
st28074,16.41,453.25,0.34
st28075,30.2,1620.94,2.26
st28076,29.41,2018.14,1.01
st28077,41.02,2531.99,1.35
st28078,35.13,1935.24,1.22
st28079,31.7,1292.55,4.86
st28080,14.23,538.53,3.05
st28081,36.47,2481.05,1.07
st28082,18.41,588.45,1.69
st28083,32.71,1737.95,1.35
st28084,21,1038.86,0.75
st28085,27.73,1704.41,1.22
st28086,23.83,1111.75,1.01
st28087,26.03,883.3,2.36
st28088,19.97,556.27,4.4
st28089,19.56,1104.02,0.67
st28090,21.33,1113.91,0.48
st28091,29.77,1165.99,1.43
st28092,25.75,1381.24,0.48
st28093,36.82,1786.05,2.16
st28094,32.85,1906.47,1.07
st28095,22.75,1224.78,0.34
st28096,32.37,1976.52,3.37
st28097,16.19,669.19,6.44
st28098,30.71,2296.95,0.34
st28099,29.2,1238.99,0.34
st28100,23.38,1138.93,9.41
st28101,16.19,635.64,32.17
st28102,35.75,7902.77,1.82
st28103,19.66,788.7,4.44
st28104,20.91,1493.36,1.39
st28105,36.51,3293.06,2.38
st28106,17.92,1121.53,2.57
st28107,19.57,588.68,2.88
st28108,16.53,669.07,1.35
st28109,23.84,1228.42,2.02
st28110,30.95,917.08,5.01
st28111,17.27,766.75,2.05
st28112,16.19,385.93,6.41
st28113,30.71,3364.7,3.63
st28114,33.07,2012.56,1.82
st28115,11.31,211.39,26.66
st28116,51.27,18154.24,2.36
st28117,28.61,3419.62,1.82
st28118,24.13,1170.42,2.05
st28119,29.38,1443.67,2.38
st28120,16.33,407.2,1.69
st28121,15.26,480.43,10.14
st28122,30.76,1138.7,2.02
st28123,23.68,995.88,5.49
st28124,46.85,25435.58,1.97
st28125,17.59,831.34,4.4
st28126,25.81,1102.2,2.16
st28127,12.14,301.22,32.75
st28128,29.57,3138.53,1.82
st28129,37.09,4083.12,2.36
st28130,23.07,1549.65,10.06
st28131,24.73,855.44,6.72
st28132,40.76,3245.3,2.13
st28133,21.17,1132.22,6.55
st28134,26.24,674.87,6.72
st28135,14.81,758.45,3.18
st28136,32.41,4545.58,2.13
st28137,16.66,636.32,1.82
st28138,29.67,3546.18,3.71
st28139,27.28,2597.72,1.51
st28140,36.72,7458.5,1.22
st28141,29.77,2250.67,6.07
st28142,32.65,3251.21,0.34
st28143,18.65,589.59,8.9
st28144,11.47,209.8,10.49
st28145,23.76,1627.08,17.59
st28146,21.47,520.57,3.58
st28147,18,920.37,4.7
st28148,29.87,1593.65,0.34
st28149,22.9,1707.02,1.51
st28150,26.34,1436.39,6.92
st28151,27.13,1175.43,3.58
st28152,14.29,908.43,7.46
st28153,26.03,1923.53,4.83
st28154,31.83,2246.24,3.02
st28155,24.87,1508.83,12.88
st28156,25.85,696.59,7.4
st28157,28.36,3065.07,1.97
st28158,20.24,511.36,5.44
st28159,28.81,4861.13,2.7
st28160,28.61,1381.92,1.39
st28161,16.9,770.96,0.34
st28162,14.23,330.44,10.41
st28163,20.78,529.89,1.22
st28164,30.76,5203.74,3.58
st28165,24.33,576.97,7.4
st28166,30.65,1691.9,3.2
st28167,36.22,2405.43,4.06
st28168,18.6,485.89,5.97
st28169,14.23,281.32,3.77
st28170,28.33,2639.11,1.39
st28171,14.29,717.97,7.11
st28172,25.4,1526.45,2.02
st28173,16.91,443.58,7.58
st28174,17.06,853.74,9.78
st28175,29.38,1488.59,4.38
st28176,16.19,447.91,11.21
st28177,22.27,795.06,1.51
st28178,7.45,179.66,0.34
st28179,41.41,12318.49,1.69
st28180,19,780.85,7.22
st28181,20.95,667.71,2.86
st28182,19.57,488.5,3.52
st28183,36.51,3609.86,2.45
st28184,11.8,284.73,18.99
st28185,17.51,399.01,4.17
st28186,27.45,1334.51,2.13
st28187,12.8,193.99,8.62
st28188,15.38,317.14,9.39
st28189,18.1,830.09,4.38
st28190,29.56,4848.28,1.97
st28191,28.11,2445.46,8.09
st28192,25.04,854.76,4.79
st28193,31.7,5144.15,1.97
st28194,11.47,183.64,7.69
st28195,37.82,2376.21,0.34
st28196,30.29,1164.85,6.36
st28197,32.55,1241.26,45.25
st28198,15.51,372.74,0.34
st28199,28.25,727.18,54.13
st28200,40.92,2087.84,0.34
st28201,38.15,2425.67,1.39
st28202,18.22,750.94,3.77
st28203,23.56,1938.54,1.01
st28204,46.04,2398.95,6.22
st28205,33.75,1703.04,9.2
st28206,35.1,2655.71,5.72
st28207,41.55,2808.99,0.34
st28208,28.63,1198.4,5.72
st28209,35.9,1480.74,0.34
st28210,13.25,316.68,64.62
st28211,21.47,579.24,3.52
st28212,25.39,891.38,8.29
st28213,17.4,351.37,19.08
st28214,19.97,1313.58,0.34
st28215,22.93,819.85,6.41
st28216,13.25,207.41,0.34
st28217,48.28,7841.48,5.06
st28218,29.01,1041.59,3.52
st28219,22.89,645.19,5.01
st28220,33.11,2188.02,5.01
st28221,23.92,585.15,10.12
st28222,33.94,1608.78,8.29
st28223,26.99,686.47,4.73
st28224,24.43,1015.78,0.34
st28225,18.65,321.91,7.76
st28226,27.66,793.25,11.63
st28227,16.24,579.01,0.34
st28228,22.26,603.69,6.3
st28229,30.47,1915.8,8.9
st28230,23.6,906.27,9.78
st28231,25.68,643.26,7.45
st28232,17.53,428.69,9.8
st28233,21.12,2346.87,0.34
st28234,11.31,431.76,20.03
st28235,22.93,672.37,7.45
st28236,24.13,1336.55,7.24
st28237,29.63,873.98,12.97
st28238,31.44,947.89,4.86
st28239,17.29,414.82,6.83
st28240,49.79,8887.73,3.77
st28241,29.09,3346.05,7.45
st28242,44.84,2194.84,6.44
st28243,21.55,480.2,6.3
st28244,20.51,811.33,12.92
st28245,29.03,913.78,6.74
st28246,31.44,1442.19,1.69
st28247,40.83,3385.62,0.34
st28248,26.54,1272.08,6.95
st28249,22.93,1080.93,4.79
st28250,22.89,736.16,0.67
st28251,26.23,2343.8,9.83
st28252,16.46,356.48,5.89
st28253,13.49,189.33,5.89
st28254,29.56,1959.92,9.92
st28255,27.19,4862.26,0.34
st28256,24.44,872.5,5.01
st28257,30.71,2281.38,8.9
st28258,19.64,952.78,7.42
st28259,58.21,11925.4,0.67
st28260,23.9,562.64,4.79
st28261,20.69,464.96,25.97
st28262,25.68,931.97,11.63
st28263,27.98,1422.97,30.75
st28264,26.77,819.06,5.97
st28265,12.6,479.63,0.34
st28266,34.98,1499.16,5.97
st28267,26.31,2051.68,4.06
st28268,13.25,368.65,17.74
st28269,29.95,1291.64,11.21
st28270,34.4,8070.04,5.06
st28271,20.12,1051.71,15.99
st28272,33.11,2151.29,7.63
st28273,24.88,1296.07,0.34
st28274,21.42,625.18,21.71
st28275,14.08,231.74,23.89
st28276,30.35,882.74,10.21
st28277,20.02,552.63,10.21
st28278,21.11,624.27,6.27
st28279,13.35,235.38,12.14
st28280,30.95,2243.74,12.59
st28281,19.09,839.41,0.34
st28282,51.3,5504.05,2.88
st28283,21.72,952.1,22.54
st28284,41.84,3147.62,4.52
st28285,24.28,1467.21,8.7
st28286,65.13,5591.49,13.16
st28287,52.37,8416.4,26.11
st28288,63.4,5120.62,7.63
st28289,12.06,326.69,21.25
st28290,34.82,3052.56,2.43
st28291,36.67,2110.13,7.84
st28292,26.27,869.77,4.77
st28293,20.03,705.69,13.59
st28294,23.84,1894.99,4.06
st28295,30.2,1631.18,1.72
st28296,20.63,538.87,7.28
st28297,30.08,1305.4,2.26
st28298,47.41,2492.31,1.91
st28299,22.35,438.58,3.18
st28300,26.72,1410.58,3.2
st28301,28.76,1123.8,2.26
st28302,45.94,2765.33,1.69
st28303,24.61,1243.2,2.7
st28304,26.23,830.31,3.32
st28305,27.73,891.83,6.65
st28306,40.97,2335.16,2.72
st28307,20.23,454.84,1.69
st28308,53.45,3205.84,1.22
st28309,37.2,1443.67,2.02
st28310,25.25,908.89,2.63
st28311,17.17,269.72,3.39
st28312,41.55,3071.66,1.69
st28313,25.63,654.52,1.07
st28314,28.87,1674.05,1.69
st28315,18.12,445.52,6.34
st28316,28.97,1305.85,5.06
st28317,26.98,2448.19,2.02
st28318,34.61,2062.6,1.97
st28319,33.72,3315.12,1.22
st28320,51.72,3474.65,1.07
st28321,27.92,905.93,0.34
st28322,44.37,3439.4,1.51
st28323,35.21,1368.62,3.93
st28324,20.21,435.97,3.63
st28325,35.9,1543.62,1.69
st28326,50.26,3247.8,3.02
st28327,30.16,1056.03,1.97
st28328,11.47,227.88,2.13
st28329,21.94,930.61,1.51
st28330,55.22,5192.93,2.72
st28331,31.67,1627.65,2.26
st28332,54.23,3240.52,1.69
st28333,17.02,340.9,6.48
st28334,22.61,629.05,1.43
st28335,64.76,15307.15,1.69
st28336,22.9,885.69,3.2
st28337,34.69,1900.22,1.51
st28338,17.7,819.85,2.26
st28339,28.33,896.04,1.72
st28340,56.1,2929.87,1.72
st28341,37.46,2692.33,1.69
st28342,81.35,8268.12,1.69
st28343,20.23,420.62,3.11
